h_mean,s_mean,v_mean,label_asli,prediksi,confidence,status,lighting,angle,bg,lux,img_path
130.62732421875,56.00417317708333,54.77468424479167,470,10k,100.0,Salah,yellow,birds-eye,hitam,1337,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_birds-eye_hitam_20250809_134852.jpg
121.7067578125,101.45626953125,83.20045572916666,470,10k,100.0,Salah,yellow,birds-eye,hitam,1337,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_birds-eye_hitam_20250809_135021.jpg
106.89400065104168,93.215859375,115.03455729166669,470,470,100.0,Benar,yellow,birds-eye,hitam,1336,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_birds-eye_hitam_20250809_135207.jpg
107.39512044270832,102.25267578125,105.660341796875,470,680,100.0,Salah,yellow,birds-eye,hitam,1337,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_birds-eye_hitam_20250809_135249.jpg
118.97721354166669,96.53800455729169,96.77829427083331,470,10k,100.0,Salah,yellow,birds-eye,hitam,1336,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_birds-eye_hitam_20250809_135328.jpg
103.63945963541669,17.166627604166667,129.40661458333332,470,10k,100.0,Salah,yellow,high-angle,hitam,1337,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_high-angle_hitam_20250809_135612.jpg
112.7388671875,29.065774739583333,120.66405598958332,470,10k,100.0,Salah,yellow,high-angle,hitam,1337,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_high-angle_hitam_20250809_135706.jpg
108.99062825520834,27.73805989583333,124.16613932291666,470,10k,100.0,Salah,yellow,high-angle,hitam,1336,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_high-angle_hitam_20250809_135826.jpg
103.03054361979169,56.37720377604167,110.199931640625,470,470,100.0,Benar,yellow,high-angle,hitam,1337,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_high-angle_hitam_20250809_140115.jpg
103.50016927083334,34.670520833333335,131.97430989583333,470,680,100.0,Salah,yellow,high-angle,hitam,1336,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_high-angle_hitam_20250809_140228.jpg
103.31789713541669,31.18185872395833,131.34565755208334,470,680,100.0,Salah,yellow,high-angle,hitam,1338,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_high-angle_hitam_20250809_140317.jpg
104.138369140625,27.307060546875,134.06361002604166,470,680,100.0,Salah,yellow,high-angle,hitam,1336,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_high-angle_hitam_20250809_140443.jpg
99.64473958333332,48.761692708333335,116.69066731770832,470,10k,100.0,Salah,yellow,high-angle,hitam,1337,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_high-angle_hitam_20250809_140559.jpg
111.33546223958334,41.670205078125,127.496396484375,470,10k,100.0,Salah,yellow,high-angle,hitam,1337,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_high-angle_hitam_20250809_140659.jpg
115.69071940104166,16.471097005208332,126.00651041666669,470,10k,100.0,Salah,yellow,high-angle,hitam,1338,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_high-angle_hitam_20250809_140752.jpg
110.55787760416666,34.597522786458335,85.93140625,470,680,100.0,Salah,yellow,eye-level,hitam,1336,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_eye-level_hitam_20250809_141758.jpg
113.33147135416668,33.87960286458333,86.10266927083333,470,680,100.0,Salah,yellow,eye-level,hitam,1337,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_eye-level_hitam_20250809_142053.jpg
107.48046549479167,26.330930989583333,105.14046549479168,470,10k,100.0,Salah,yellow,eye-level,hitam,1337,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_eye-level_hitam_20250809_142302.jpg
112.3283984375,29.404713541666663,104.37659505208332,470,10k,100.0,Salah,yellow,eye-level,hitam,1338,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_eye-level_hitam_20250809_142418.jpg
110.33692057291668,28.829638671875,103.80611979166666,470,10k,100.0,Salah,yellow,eye-level,hitam,1337,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_eye-level_hitam_20250809_142536.jpg
98.39925130208331,18.26983723958333,114.78212890625,470,470,100.0,Benar,yellow,eye-level,hitam,1336,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_eye-level_hitam_20250809_142839.jpg
105.204296875,21.085764973958334,111.31591471354167,470,10k,66.67,Salah,yellow,eye-level,hitam,1338,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_eye-level_hitam_20250809_142928.jpg
99.43505208333332,20.48671875,110.51269856770833,470,470,100.0,Benar,yellow,eye-level,hitam,1337,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_eye-level_hitam_20250809_143110.jpg
105.031474609375,27.537496744791667,95.761123046875,470,680,100.0,Salah,yellow,eye-level,hitam,1338,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_eye-level_hitam_20250809_143156.jpg
104.353154296875,26.846780598958333,96.3611328125,470,680,100.0,Salah,yellow,eye-level,hitam,1337,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_eye-level_hitam_20250809_143237.jpg
119.19255859375,70.43939453125,72.05945638020833,680,10k,100.0,Salah,yellow,birds-eye,hitam,1337,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_680_yellow_birds-eye_hitam_20250809_150145.jpg
132.62411783854168,54.67288736979167,55.09098958333333,680,680,100.0,Benar,yellow,birds-eye,hitam,1337,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_680_yellow_birds-eye_hitam_20250809_150203.jpg
132.24968424479167,57.835869140625,54.982731119791666,680,10k,100.0,Salah,yellow,birds-eye,hitam,1337,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_680_yellow_birds-eye_hitam_20250809_150212.jpg
132.1210546875,58.567646484375,55.15121419270833,680,10k,100.0,Salah,yellow,birds-eye,hitam,1337,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_680_yellow_birds-eye_hitam_20250809_150214.jpg
130.10919596354168,63.1977734375,53.09296549479166,680,10k,100.0,Salah,yellow,birds-eye,hitam,1337,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_680_yellow_birds-eye_hitam_20250809_150218.jpg
132.075830078125,59.753675130208336,53.81851888020833,680,10k,100.0,Salah,yellow,birds-eye,hitam,1337,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_680_yellow_birds-eye_hitam_20250809_150231.jpg
134.60162760416668,61.932291666666664,62.96814453125,680,10k,100.0,Salah,yellow,birds-eye,hitam,1337,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_680_yellow_birds-eye_hitam_20250809_150235.jpg
136.60792317708334,70.59778971354167,67.01048828125,680,10k,100.0,Salah,yellow,birds-eye,hitam,1337,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_680_yellow_birds-eye_hitam_20250809_150240.jpg
140.157353515625,67.98836588541667,63.79849609375,680,10k,100.0,Salah,yellow,birds-eye,hitam,1337,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_680_yellow_birds-eye_hitam_20250809_150247.jpg
138.32244140625,77.25266927083334,70.39371744791667,680,470,100.0,Salah,yellow,birds-eye,hitam,1337,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_680_yellow_birds-eye_hitam_20250809_150257.jpg
103.00353841145834,17.252317708333333,125.292353515625,680,10k,100.0,Salah,yellow,high-angle,hitam,1337,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_680_yellow_high-angle_hitam_20250809_150438.jpg
101.42755208333334,28.450478515625,122.16711588541666,680,10k,100.0,Salah,yellow,high-angle,hitam,1337,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_680_yellow_high-angle_hitam_20250809_150444.jpg
109.67823567708334,47.248792317708336,111.66519205729166,680,10k,100.0,Salah,yellow,high-angle,hitam,1337,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_680_yellow_high-angle_hitam_20250809_150447.jpg
105.78201822916667,28.93236328125,124.99717122395833,680,10k,100.0,Salah,yellow,high-angle,hitam,1337,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_680_yellow_high-angle_hitam_20250809_150453.jpg
105.73458658854166,32.357692057291665,118.10038411458333,680,10k,100.0,Salah,yellow,high-angle,hitam,1337,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_680_yellow_high-angle_hitam_20250809_150455.jpg
103.52162434895833,27.170152994791668,128.00799153645832,680,10k,66.67,Salah,yellow,high-angle,hitam,1337,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_680_yellow_high-angle_hitam_20250809_150501.jpg
100.91634114583333,27.548544921875,126.65050455729167,680,470,66.67,Salah,yellow,high-angle,hitam,1337,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_680_yellow_high-angle_hitam_20250809_150506.jpg
108.44613932291666,29.543190104166666,125.97109700520834,680,10k,100.0,Salah,yellow,high-angle,hitam,1337,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_680_yellow_high-angle_hitam_20250809_150510.jpg
109.47197916666667,30.535729166666666,124.95157552083333,680,10k,100.0,Salah,yellow,high-angle,hitam,1337,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_680_yellow_high-angle_hitam_20250809_150511.jpg
106.98857747395833,26.284912109375,130.88624674479166,680,680,100.0,Benar,yellow,high-angle,hitam,1337,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_680_yellow_high-angle_hitam_20250809_150515.jpg
104.6005078125,23.284088541666666,98.9495703125,680,10k,100.0,Salah,yellow,eye-level,hitam,1337,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_680_yellow_eye-level_hitam_20250809_150755.jpg
105.66077473958333,23.596536458333333,100.12780924479166,680,10k,100.0,Salah,yellow,eye-level,hitam,1337,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_680_yellow_eye-level_hitam_20250809_150759.jpg
92.94572916666667,22.191572265625,96.27210286458333,680,10k,66.67,Salah,yellow,eye-level,hitam,1337,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_680_yellow_eye-level_hitam_20250809_150801.jpg
111.00002604166667,28.779928385416667,108.39201171875,680,10k,100.0,Salah,yellow,eye-level,hitam,1337,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_680_yellow_eye-level_hitam_20250809_150806.jpg
109.47614908854166,27.752190755208332,96.53258138020833,680,680,100.0,Benar,yellow,eye-level,hitam,1337,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_680_yellow_eye-level_hitam_20250809_150811.jpg
111.58250651041666,27.860966796875,95.48969401041667,680,680,100.0,Benar,yellow,eye-level,hitam,1337,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_680_yellow_eye-level_hitam_20250809_150812.jpg
111.17045247395833,28.363284505208334,93.68620768229167,680,680,100.0,Benar,yellow,eye-level,hitam,1337,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_680_yellow_eye-level_hitam_20250809_150814.jpg
110.25109049479167,28.686669921875,91.43433919270834,680,680,100.0,Benar,yellow,eye-level,hitam,1337,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_680_yellow_eye-level_hitam_20250809_150817.jpg
109.3242578125,27.985608723958332,91.24893229166666,680,680,100.0,Benar,yellow,eye-level,hitam,1337,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_680_yellow_eye-level_hitam_20250809_150819.jpg
108.265361328125,29.014583333333334,88.353095703125,680,680,100.0,Benar,yellow,eye-level,hitam,1337,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_680_yellow_eye-level_hitam_20250809_150826.jpg
74.71434244791666,244.10875325520834,108.69612955729167,10k,470,100.0,Salah,yellow,birds-eye,toska,1320,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_10k_yellow_birds-eye_toska_20250809_152031.jpg
74.33609375,243.11414713541666,110.648349609375,10k,470,100.0,Salah,yellow,birds-eye,toska,1320,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_10k_yellow_birds-eye_toska_20250809_152033.jpg
77.41777669270833,247.32831380208333,144.20615885416666,10k,680,66.67,Salah,yellow,birds-eye,toska,1320,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_10k_yellow_birds-eye_toska_20250809_152041.jpg
74.81447916666667,231.95191080729165,106.17614583333334,10k,470,100.0,Salah,yellow,birds-eye,toska,1320,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_10k_yellow_birds-eye_toska_20250809_152045.jpg
75.40576171875,237.193271484375,104.16196614583333,10k,470,100.0,Salah,yellow,birds-eye,toska,1320,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_10k_yellow_birds-eye_toska_20250809_152046.jpg
75.3637890625,243.26439127604166,106.64051106770833,10k,470,100.0,Salah,yellow,birds-eye,toska,1320,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_10k_yellow_birds-eye_toska_20250809_152048.jpg
75.98889322916666,251.76750325520834,125.70892903645833,10k,680,100.0,Salah,yellow,birds-eye,toska,1320,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_10k_yellow_birds-eye_toska_20250809_152052.jpg
75.56772135416666,246.23130208333333,122.40722005208333,10k,470,100.0,Salah,yellow,birds-eye,toska,1320,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_10k_yellow_birds-eye_toska_20250809_152058.jpg
77.33740885416667,250.80153971354167,145.85648111979165,10k,680,100.0,Salah,yellow,birds-eye,toska,1320,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_10k_yellow_birds-eye_toska_20250809_152103.jpg
77.023232421875,251.1523046875,147.28963216145834,10k,680,100.0,Salah,yellow,birds-eye,toska,1320,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_10k_yellow_birds-eye_toska_20250809_152109.jpg
63.228870442708335,154.99093424479167,159.34608723958334,10k,10k,100.0,Benar,yellow,high-angle,toska,1320,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_10k_yellow_high-angle_toska_20250809_152218.jpg
63.37447265625,155.35604817708332,158.94792643229167,10k,10k,100.0,Benar,yellow,high-angle,toska,1320,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_10k_yellow_high-angle_toska_20250809_152219.jpg
63.38654296875,155.681884765625,157.99685872395833,10k,10k,100.0,Benar,yellow,high-angle,toska,1320,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_10k_yellow_high-angle_toska_20250809_152220.jpg
64.2312109375,158.50935221354166,153.07244140625,10k,10k,100.0,Benar,yellow,high-angle,toska,1320,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_10k_yellow_high-angle_toska_20250809_152223.jpg
64.66646809895833,159.89037109375,154.40422526041667,10k,10k,100.0,Benar,yellow,high-angle,toska,1320,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_10k_yellow_high-angle_toska_20250809_152224.jpg
64.84468098958334,160.598681640625,151.79595052083334,10k,10k,100.0,Benar,yellow,high-angle,toska,1320,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_10k_yellow_high-angle_toska_20250809_152227.jpg
64.81438151041667,157.97756184895835,148.49624674479168,10k,10k,100.0,Benar,yellow,high-angle,toska,1320,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_10k_yellow_high-angle_toska_20250809_152229.jpg
64.71152994791667,162.474677734375,154.55722005208332,10k,10k,100.0,Benar,yellow,high-angle,toska,1320,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_10k_yellow_high-angle_toska_20250809_152235.jpg
66.7860546875,166.384091796875,140.94719075520834,10k,10k,100.0,Benar,yellow,high-angle,toska,1320,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_10k_yellow_high-angle_toska_20250809_152237.jpg
66.65989583333334,156.263046875,141.73684895833333,10k,10k,100.0,Benar,yellow,high-angle,toska,1320,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_10k_yellow_high-angle_toska_20250809_152246.jpg
60.344130859375,167.871123046875,175.17444661458333,10k,10k,100.0,Benar,yellow,eye-level,toska,1320,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_10k_yellow_eye-level_toska_20250809_152354.jpg
60.32185546875,167.838359375,175.16981119791666,10k,10k,100.0,Benar,yellow,eye-level,toska,1320,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_10k_yellow_eye-level_toska_20250809_152356.jpg
60.44760091145833,165.79296549479167,177.59971028645833,10k,10k,100.0,Benar,yellow,eye-level,toska,1320,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_10k_yellow_eye-level_toska_20250809_152359.jpg
60.45300130208334,165.65236002604166,177.84324544270834,10k,10k,100.0,Benar,yellow,eye-level,toska,1320,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_10k_yellow_eye-level_toska_20250809_152400.jpg
60.53749348958333,164.56000325520833,178.84631184895832,10k,10k,100.0,Benar,yellow,eye-level,toska,1320,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_10k_yellow_eye-level_toska_20250809_152402.jpg
60.491946614583334,163.18509114583333,179.66405598958335,10k,10k,100.0,Benar,yellow,eye-level,toska,1320,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_10k_yellow_eye-level_toska_20250809_152403.jpg
60.461598307291666,162.61533854166666,180.06720052083332,10k,10k,100.0,Benar,yellow,eye-level,toska,1320,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_10k_yellow_eye-level_toska_20250809_152404.jpg
60.40849609375,162.131611328125,180.28712565104166,10k,10k,100.0,Benar,yellow,eye-level,toska,1320,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_10k_yellow_eye-level_toska_20250809_152405.jpg
60.627223307291665,170.47988606770832,174.24544596354167,10k,10k,100.0,Benar,yellow,eye-level,toska,1320,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_10k_yellow_eye-level_toska_20250809_152406.jpg
60.53203125,170.27279947916668,174.448642578125,10k,10k,100.0,Benar,yellow,eye-level,toska,1320,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_10k_yellow_eye-level_toska_20250809_152407.jpg
68.71961588541667,189.915537109375,113.01055013020833,470,10k,100.0,Salah,yellow,birds-eye,toska,1320,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_birds-eye_toska_20250809_152529.jpg
68.82565104166666,195.40389973958332,112.73654947916667,470,10k,100.0,Salah,yellow,birds-eye,toska,1320,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_birds-eye_toska_20250809_152532.jpg
68.9728125,209.77412434895834,122.08569986979167,470,10k,100.0,Salah,yellow,birds-eye,toska,1320,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_birds-eye_toska_20250809_152535.jpg
67.516962890625,194.442080078125,110.51079427083333,470,10k,100.0,Salah,yellow,birds-eye,toska,1320,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_birds-eye_toska_20250809_152540.jpg
67.42850260416667,198.66967122395835,108.2227734375,470,10k,100.0,Salah,yellow,birds-eye,toska,1320,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_birds-eye_toska_20250809_152541.jpg
69.01623697916666,200.26487955729166,112.773515625,470,10k,100.0,Salah,yellow,birds-eye,toska,1320,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_birds-eye_toska_20250809_152545.jpg
69.20059244791666,226.98812825520832,104.90479166666667,470,470,100.0,Benar,yellow,birds-eye,toska,1320,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_birds-eye_toska_20250809_152551.jpg
69.20301432291667,226.93782877604167,104.97646809895834,470,470,100.0,Benar,yellow,birds-eye,toska,1320,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_birds-eye_toska_20250809_152552.jpg
69.19330403645833,226.706826171875,104.761474609375,470,470,100.0,Benar,yellow,birds-eye,toska,1320,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_birds-eye_toska_20250809_152553.jpg
69.248232421875,225.22209635416667,105.545673828125,470,470,100.0,Benar,yellow,birds-eye,toska,1320,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_birds-eye_toska_20250809_152555.jpg
61.09753580729166,165.5984375,174.36191080729168,470,10k,100.0,Salah,yellow,high-angle,toska,1320,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_high-angle_toska_20250809_152714.jpg
60.99996419270833,167.67476888020835,170.583515625,470,10k,100.0,Salah,yellow,high-angle,toska,1320,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_high-angle_toska_20250809_152716.jpg
62.8695703125,150.63029947916667,177.884697265625,470,10k,100.0,Salah,yellow,high-angle,toska,1320,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_high-angle_toska_20250809_152720.jpg
62.668186848958335,152.01847330729166,179.2776171875,470,10k,100.0,Salah,yellow,high-angle,toska,1320,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_high-angle_toska_20250809_152721.jpg
63.28784830729167,153.40059244791667,173.01347005208333,470,10k,100.0,Salah,yellow,high-angle,toska,1320,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_high-angle_toska_20250809_152722.jpg
62.822522786458336,155.21337890625,167.923876953125,470,10k,100.0,Salah,yellow,high-angle,toska,1320,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_high-angle_toska_20250809_152724.jpg
61.636513671875,160.19881510416667,182.17634440104166,470,10k,100.0,Salah,yellow,high-angle,toska,1320,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_high-angle_toska_20250809_152726.jpg
61.56984700520833,168.40611002604166,166.05839518229166,470,10k,100.0,Salah,yellow,high-angle,toska,1320,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_high-angle_toska_20250809_152728.jpg
63.373544921875,151.25302083333332,163.36166341145832,470,10k,100.0,Salah,yellow,high-angle,toska,1320,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_high-angle_toska_20250809_152735.jpg
63.92584309895833,152.80416341145835,161.23305338541667,470,10k,100.0,Salah,yellow,high-angle,toska,1320,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_high-angle_toska_20250809_152746.jpg
43.601087239583336,143.763046875,160.29178385416665,470,10k,100.0,Salah,yellow,eye-level,toska,1320,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_eye-level_toska_20250809_152854.jpg
43.62349934895833,143.79084309895833,160.24461588541666,470,10k,100.0,Salah,yellow,eye-level,toska,1320,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_eye-level_toska_20250809_152859.jpg
47.028141276041666,160.02540690104166,139.80176106770833,470,10k,100.0,Salah,yellow,eye-level,toska,1320,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_eye-level_toska_20250809_152905.jpg
47.822047526041665,135.38171875,145.758740234375,470,10k,100.0,Salah,yellow,eye-level,toska,1320,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_eye-level_toska_20250809_152906.jpg
48.172626953125,130.20763020833334,144.53559244791666,470,680,100.0,Salah,yellow,eye-level,toska,1320,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_eye-level_toska_20250809_152910.jpg
48.2080078125,130.76774088541666,143.74277994791666,470,680,100.0,Salah,yellow,eye-level,toska,1320,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_eye-level_toska_20250809_152911.jpg
48.624622395833335,130.4146875,145.87666341145834,470,680,100.0,Salah,yellow,eye-level,toska,1320,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_eye-level_toska_20250809_152913.jpg
48.11543294270833,129.94486653645833,146.61386067708332,470,680,100.0,Salah,yellow,eye-level,toska,1320,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_eye-level_toska_20250809_152916.jpg
47.6233203125,124.96462565104167,150.57301106770834,470,680,100.0,Salah,yellow,eye-level,toska,1320,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_eye-level_toska_20250809_152925.jpg
47.3966015625,124.207802734375,155.525634765625,470,680,100.0,Salah,yellow,eye-level,toska,1320,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_470_yellow_eye-level_toska_20250809_152930.jpg
74.452724609375,246.97472005208334,123.82703776041667,680,470,100.0,Salah,yellow,birds-eye,toska,1320,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_680_yellow_birds-eye_toska_20250809_153100.jpg
75.202265625,248.506123046875,127.71211588541667,680,680,100.0,Benar,yellow,birds-eye,toska,1320,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_680_yellow_birds-eye_toska_20250809_153102.jpg
75.16904296875,248.96589192708333,127.468388671875,680,680,100.0,Benar,yellow,birds-eye,toska,1320,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_680_yellow_birds-eye_toska_20250809_153104.jpg
75.148505859375,249.06251627604166,127.30638997395833,680,680,100.0,Benar,yellow,birds-eye,toska,1320,C:\Users\LENOVO\Desktop\resistor-reader\dataset\uji_coba\images\uji_680_yellow_birds-eye_toska_20250809_153105.jpg
